Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_39_Rater_1,Asp_39_Rater_2,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,errors_per_word,errors_per_sent,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count
id_ HSpCea,4291,N,Võru maakond,17.0,17,17.0,3.0,2,2.0,3,2.5,3.0,2,2.5,3.0,3,1.0,2,1.0,2,1.5,0.0,1,2.0,2,2.0,2.0,0,1.0,230,23,6.943478261,10.0,60,15.62240551,20.58043478260869,148,0.640350877,9.669086207,66.13240816,0.015121179,323.456,3.023715784,0.679824561,0.126086957,0.104347826,0.0,0.073913043,0.008695652,0.0,0.060869565,0.382608696,0.243478261,1.571428571,55.43478261,0.827586207,0.791666667,0.176470588,1.0,0.571428571,0.715909091,0.571428571,1.815384615,0.113043478,0.143478261,0.173913043,0.186956522,0.273913043,10,0.312977099,0.259541985,0.145038168,0.0,0.0,0.0,0.083969466,0.038167939,0.007633588,0.06870229,0.0,0.061068702,0.0,0.007633588,0.0,0.015267176,0.625954198,0.374045802,10,0.352272727,6,0.413793103,0.827586207,0.172413793,0.0,5,0.428571429,0.0,0.071428571,0.357142857,0.285714286,0.285714286,0.625,0.607142857,0.017857143,0.0,0.053571429,0.0,0.410714286,0.553571429,0.142857143,0.285714286,0.178571429,0.089285714,0.071428571,0.25,0.107142857,0.071428571,0.071428571,0.352941176,0.5,10,0.4,0,0.0,3,0.12,3,0.12,0,0.0,1,0.04,0,0.0,0,0.0,8,0.32,25,0.108695652,1.086956522,4,0.017,4,56.75,5.5,47.02747423935644,4.203173404306164,96,9
id_ JYO59F,3260,N,Võru maakond,17.0,20,18.5,1.0,1,3.0,3,3.0,3.0,3,3.0,2.0,3,1.0,3,2.0,3,2.5,1.0,1,1.0,2,1.5,3.0,1,2.0,283,17,5.381625442,16.64705882,45,15.20799681,15.83662855955103,141,0.494661922,8.292044809,45.16538348,0.02214085,93.66666667,2.75,0.501779359,0.060070671,0.173144876,0.0,0.130742049,0.024734982,0.007067138,0.123674912,0.22614841,0.254416961,0.888888889,37.98586572,0.705882353,0.755102041,0.216216216,0.571428571,0.2,0.609375,0.458333333,1.659090909,0.091872792,0.123674912,0.141342756,0.159010601,0.208480565,12,0.288135593,0.144067797,0.220338983,0.016949153,0.008474576,0.025423729,0.084745763,0.042372881,0.033898305,0.084745763,0.0,0.033898305,0.0,0.008474576,0.0,0.016949153,0.779661017,0.203389831,9,0.09375,5,0.470588235,0.882352941,0.058823529,0.0,6,0.285714286,0.428571429,0.171428571,0.257142857,0.085714286,0.057142857,0.694444444,0.694444444,0.0,0.0,0.013888889,0.0,0.486111111,0.694444444,0.027777778,0.305555556,0.194444444,0.125,0.069444444,0.138888889,0.111111111,0.027777778,0.0,0.351351351,0.285714286,6,0.316,0,0.0,1,0.053,1,0.053,0,0.0,3,0.158,0,0.0,0,0.0,8,0.421,19,0.067137809,1.117647059,0,0.0,5,55.8,3.2,29.71026758546614,1.095445115010332,64,2
id_ R5lOmr,3378,N,Võru maakond,14.0,14,14.0,1.0,1,2.0,2,2.0,3.0,3,3.0,1.0,2,1.0,2,1.0,1,1.0,1.0,1,2.0,2,2.0,2.0,0,1.0,244,17,5.110655738,14.35294118,38,13.31073104,13.51092574734812,110,0.450819672,7.042028396,37.93061252,0.02636393,81.33333333,1.916666667,0.463114754,0.06147541,0.151639344,0.0,0.118852459,0.004098361,0.0,0.12704918,0.241803279,0.295081967,0.819444444,36.68032787,0.933333333,0.675675676,0.24137931,1.0,0.290322581,0.559322034,0.319444444,1.588235294,0.049180328,0.06147541,0.073770492,0.106557377,0.147540984,9,0.438095238,0.076190476,0.219047619,0.019047619,0.0,0.019047619,0.00952381,0.00952381,0.0,0.095238095,0.0,0.057142857,0.0,0.0,0.0,0.066666667,0.580952381,0.40952381,9,0.406779661,3,0.266666667,0.933333333,0.066666667,0.0,5,0.483870968,0.290322581,0.032258065,0.322580645,0.161290323,0.193548387,0.652777778,0.625,0.027777778,0.0,0.0,0.0,0.5,0.652777778,0.0,0.347222222,0.152777778,0.097222222,0.027777778,0.25,0.25,0.0,0.0,0.517241379,1.0,1,0.067,1,0.067,1,0.067,1,0.067,0,0.0,4,0.267,0,0.0,0,0.0,7,0.467,15,0.06147541,0.882352941,2,0.008,5,48.4,3.2,12.381437719424994,0.8366600265340756,31,2
id_ MZV8pI,5360,N,Võru maakond,21.0,19,20.0,1.0,2,2.0,2,2.0,3.0,3,3.0,2.0,1,1.0,2,3.0,2,2.5,3.0,2,3.0,3,3.0,3.0,2,2.5,210,17,5.795238095,12.35294118,47,14.9671973,16.1990756302521,114,0.536231884,7.71503332,45.63287919,0.021914024,132.0,2.309401077,0.541062802,0.057142857,0.152380952,0.0,0.10952381,0.004761905,0.0,0.095238095,0.323809524,0.257142857,1.259259259,44.04761905,0.833333333,0.65625,0.260869565,1.0,0.45,0.632352941,0.444444444,2.203703704,0.1,0.123809524,0.171428571,0.2,0.242857143,9,0.4,0.14,0.14,0.03,0.0,0.03,0.06,0.0,0.02,0.06,0.0,0.12,0.0,0.0,0.0,0.02,0.77,0.22,9,0.176470588,5,0.5,0.833333333,0.166666667,0.0,6,0.2,0.0,0.1,0.45,0.35,0.1,0.555555556,0.537037037,0.018518519,0.0,0.0,0.0,0.351851852,0.555555556,0.037037037,0.296296296,0.055555556,0.111111111,0.092592593,0.37037037,0.333333333,0.037037037,0.0,0.347826087,1.0,2,0.222,2,0.222,0,0.0,3,0.333,0,0.0,0,0.0,0,0.0,0,0.0,2,0.222,9,0.042857143,0.529411765,2,0.01,5,41.2,3.2,23.14519388555646,1.3038404810405295,55,3
id_ vlLMQd,3872,N,Võru maakond,27.0,27,27.0,3.0,3,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3,3.0,3,3.0,3.0,3,3.0,3,3.0,3.0,3,3.0,204,20,6.475490196,10.2,52,15.5140388,19.102705882352947,120,0.584158416,8.302451028,52.41553792,0.019078312,104.4879317,2.84368396,0.589108911,0.12745098,0.102941176,0.0,0.093137255,0.019607843,0.0,0.098039216,0.303921569,0.254901961,1.192307692,49.75490196,0.615384615,0.80952381,0.368421053,0.75,0.4,0.661290323,0.557692308,1.93877551,0.098039216,0.117647059,0.12745098,0.161764706,0.191176471,10,0.324074074,0.203703704,0.185185185,0.009259259,0.0,0.009259259,0.083333333,0.037037037,0.018518519,0.018518519,0.0,0.055555556,0.0,0.0,0.0,0.046296296,0.685185185,0.296296296,10,0.274193548,4,0.346153846,1.0,0.0,0.0,7,0.3,0.0,0.15,0.4,0.35,0.1,0.634615385,0.634615385,0.0,0.0,0.057692308,0.0,0.442307692,0.596153846,0.134615385,0.384615385,0.115384615,0.076923077,0.096153846,0.211538462,0.096153846,0.096153846,0.019230769,0.526315789,0.25,9,0.474,0,0.0,1,0.053,1,0.053,1,0.053,3,0.158,0,0.0,1,0.053,3,0.158,19,0.093137255,0.95,2,0.01,4,50.5,4.75,34.66506406552087,3.593976442141304,73,8
id_ evcMfj,1876,N,Võru maakond,14.0,21,17.5,1.0,2,1.0,3,2.0,2.0,3,2.5,3.0,2,1.0,3,2.0,3,2.5,0.0,2,1.0,0,0.5,3.0,3,3.0,421,33,5.204275534,12.75757576,41,13.79351129,14.274765709350037,180,0.426190476,8.734305653,42.77876324,0.023376085,115.088968,2.709141846,0.454761905,0.083135392,0.187648456,0.0,0.09976247,0.014251781,0.0,0.140142518,0.216152019,0.258907363,0.834862385,36.34204276,0.742857143,0.46835443,0.19047619,0.833333333,0.271186441,0.571428571,0.366972477,1.65,0.035629454,0.06175772,0.080760095,0.09263658,0.147268409,10,0.416216216,0.113513514,0.216216216,0.005405405,0.0,0.005405405,0.048648649,0.043243243,0.048648649,0.037837838,0.0,0.054054054,0.0,0.0,0.0,0.010810811,0.751351351,0.243243243,10,0.252747253,7,0.342857143,0.8,0.2,0.0,8,0.169491525,0.271186441,0.237288136,0.186440678,0.203389831,0.101694915,0.660550459,0.642201835,0.018348624,0.0,0.036697248,0.018348624,0.431192661,0.642201835,0.064220183,0.330275229,0.155963303,0.119266055,0.055045872,0.19266055,0.146788991,0.04587156,0.0,0.380952381,0.833333333,8,0.186,4,0.093,1,0.023,3,0.07,1,0.023,3,0.07,0,0.0,0,0.0,23,0.535,43,0.102137767,1.303030303,1,0.002,5,83.6,6.4,64.75955527951068,4.03732584763727,163,10
id_ mRLMuf,1341,M,Võru maakond,8.0,13,10.5,1.0,1,1.0,1,1.0,2.0,3,2.5,1.0,3,1.0,2,1.0,1,1.0,1.0,2,0.0,0,0.0,0.0,0,0.0,260,7,4.788461538,37.14285714,52,18.08858127,21.40648351648352,104,0.397683398,6.40010859,33.48700698,0.029862328,93.16656822,2.095606419,0.471042471,0.057692308,0.153846154,0.0,0.107692308,0.007692308,0.0,0.107692308,0.242307692,0.319230769,0.759036145,36.34615385,0.733333333,0.625,0.285714286,1.0,0.357142857,0.380952381,0.325301205,1.37704918,0.034615385,0.034615385,0.046153846,0.057692308,0.115384615,11,0.433962264,0.132075472,0.132075472,0.009433962,0.0,0.009433962,0.08490566,0.037735849,0.047169811,0.047169811,0.0,0.028301887,0.009433962,0.0,0.0,0.028301887,0.820754717,0.169811321,11,0.206349206,5,0.0,0.866666667,0.133333333,0.0,5,0.178571429,0.107142857,0.214285714,0.357142857,0.142857143,0.178571429,0.469879518,0.445783133,0.024096386,0.0,0.024096386,0.0,0.277108434,0.43373494,0.060240964,0.21686747,0.084337349,0.13253012,0.036144578,0.277108434,0.228915663,0.024096386,0.024096386,0.535714286,1.0,16,0.333,0,0.0,1,0.021,2,0.042,1,0.021,7,0.146,0,0.0,1,0.021,20,0.417,48,0.184615385,6.857142857,9,0.035,5,51.4,1.2,15.662056059151366,0.4472135954999579,36,1
id_ PzhjRU,5277,M,Võru maakond,20.0,11,15.5,2.0,1,2.0,1,1.5,3.0,2,2.5,2.0,2,1.0,1,3.0,2,2.5,3.0,1,2.0,0,1.0,2.0,1,1.5,239,21,6.171548117,11.38095238,48,14.68981019,17.682044231918713,148,0.60944206,9.302729306,60.00229491,0.016666029,281.4985185,2.755675961,0.557939914,0.087866109,0.117154812,0.0,0.075313808,0.025104603,0.008368201,0.158995816,0.326359833,0.20083682,1.625,48.11715481,0.952380952,0.785714286,0.333333333,1.0,0.368421053,0.679487179,0.5625,1.74137931,0.075313808,0.079497908,0.092050209,0.112970711,0.163179916,10,0.323741007,0.237410072,0.18705036,0.014388489,0.0,0.014388489,0.035971223,0.057553957,0.035971223,0.050359712,0.0,0.028776978,0.0,0.0,0.0,0.021582734,0.697841727,0.294964029,10,0.282051282,6,0.333333333,0.952380952,0.047619048,0.0,8,0.315789474,0.236842105,0.052631579,0.289473684,0.289473684,0.131578947,0.770833333,0.75,0.0,0.020833333,0.0,0.0,0.6875,0.5625,0.208333333,0.520833333,0.166666667,0.0625,0.020833333,0.104166667,0.104166667,0.0,0.0,0.388888889,0.666666667,12,0.444,0,0.0,0,0.0,2,0.074,0,0.0,3,0.111,0,0.0,2,0.074,8,0.296,27,0.112970711,1.285714286,6,0.025,5,47.2,4.0,22.16303228351211,1.5811388300841898,51,4
id_ BqqA4e,1653,M,Lääne-Viru maakond,14.0,11,12.5,1.0,0,2.0,3,2.5,3.0,1,2.0,1.0,1,1.0,0,2.0,2,2.0,1.0,1,0.0,0,0.0,3.0,3,3.0,206,14,5.446601942,14.71428571,46,15.34346531,16.211678224687937,122,0.59223301,8.500142774,54.18724217,0.018454528,224.1901887,2.165984617,0.495145631,0.077669903,0.121359223,0.0,0.101941748,0.019417476,0.009708738,0.13592233,0.305825243,0.22815534,1.340425532,45.87378641,0.9375,0.8,0.333333333,1.0,0.392857143,0.682539683,0.446808511,2.06,0.04368932,0.053398058,0.082524272,0.087378641,0.199029126,10,0.348623853,0.110091743,0.247706422,0.0,0.0,0.0,0.082568807,0.027522936,0.009174312,0.091743119,0.0,0.027522936,0.0,0.009174312,0.0,0.036697248,0.853211009,0.137614679,9,0.095238095,5,0.1875,0.875,0.125,0.0,6,0.214285714,0.178571429,0.178571429,0.357142857,0.214285714,0.071428571,0.595744681,0.510638298,0.085106383,0.0,0.063829787,0.0,0.319148936,0.595744681,0.0,0.340425532,0.042553191,0.127659574,0.0,0.127659574,0.127659574,0.0,0.0,0.571428571,0.75,6,0.2,2,0.067,1,0.033,1,0.033,8,0.267,1,0.033,0,0.0,0,0.0,11,0.367,30,0.145631068,2.142857143,2,0.01,4,51.0,3.25,38.32318706301274,2.0615528128088303,71,4
id_ 2HSB5B,3442,N,Lääne-Viru maakond,4.0,9,6.5,0.0,1,0.0,1,0.5,1.0,3,2.0,1.0,2,1.0,1,0.0,0,0.0,1.0,1,0.0,0,0.0,0.0,0,0.0,267,11,5.352059925,24.27272727,52,18.34143549,18.625427306775624,94,0.352059925,5.752706577,29.90299503,0.033441466,44.5,1.702513062,0.528089888,0.101123596,0.112359551,0.0,0.071161049,0.003745318,0.0,0.164794007,0.288389513,0.258426966,1.115942029,42.88389513,0.37037037,0.433333333,0.263157895,1.0,0.272727273,0.467532468,0.289855072,1.262295082,0.078651685,0.078651685,0.134831461,0.149812734,0.220973783,9,0.47972973,0.121621622,0.182432432,0.0,0.0,0.0,0.006756757,0.02027027,0.141891892,0.027027027,0.0,0.006756757,0.0,0.0,0.0,0.013513514,0.662162162,0.337837838,8,0.376623377,5,0.111111111,0.925925926,0.074074074,0.0,6,0.409090909,0.136363636,0.0,0.295454545,0.272727273,0.295454545,0.710144928,0.710144928,0.0,0.0,0.028985507,0.0,0.579710145,0.695652174,0.014492754,0.420289855,0.188405797,0.101449275,0.0,0.144927536,0.144927536,0.0,0.0,0.315789474,1.0,34,0.459,0,0.0,0,0.0,1,0.014,0,0.0,18,0.243,0,0.0,1,0.014,20,0.27,74,0.277153558,6.727272727,18,0.067,5,53.0,2.0,18.547236990991408,0.0,47,0
id_ eWC3Ps,3586,M,Lääne-Viru maakond,25.0,24,24.5,3.0,3,3.0,2,2.5,2.0,3,2.5,3.0,3,3.0,3,3.0,3,3.0,3.0,2,3.0,3,3.0,2.0,2,2.0,203,20,6.014778325,10.15,46,14.33831761,17.31628325123153,113,0.556650246,7.931045192,48.18928413,0.020751501,182.6184739,2.414039396,0.596059113,0.108374384,0.108374384,0.0,0.098522167,0.02955665,0.0,0.054187192,0.305418719,0.285714286,1.068965517,49.75369458,0.727272727,0.863636364,0.25,0.833333333,0.636363636,0.580645161,0.448275862,1.941176471,0.123152709,0.137931034,0.167487685,0.187192118,0.251231527,11,0.357894737,0.210526316,0.252631579,0.010526316,0.0,0.010526316,0.031578947,0.031578947,0.021052632,0.010526316,0.0,0.021052632,0.0,0.010526316,0.0,0.042105263,0.715789474,0.284210526,9,0.338709677,6,0.136363636,0.909090909,0.090909091,0.0,3,0.272727273,0.181818182,0.090909091,0.454545455,0.181818182,0.090909091,0.551724138,0.482758621,0.068965517,0.0,0.034482759,0.0,0.293103448,0.551724138,0.017241379,0.224137931,0.103448276,0.172413793,0.017241379,0.25862069,0.224137931,0.017241379,0.017241379,0.5,0.833333333,10,0.909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.091,0,0.0,11,0.054187192,0.55,3,0.015,4,50.0,4.75,28.1543365517049,2.0615528128088303,55,4
id_ fho3RK,1833,N,Lääne-Viru maakond,19.0,25,22.0,1.0,2,2.0,3,2.5,3.0,3,3.0,2.0,3,1.0,3,2.0,3,2.5,3.0,2,2.0,3,2.5,3.0,3,3.0,234,20,6.44017094,11.7,54,15.96690057,19.12855555555556,127,0.542735043,8.302249721,48.69722035,0.020535053,234.0,2.17329572,0.555555556,0.098290598,0.158119658,0.0,0.072649573,0.012820513,0.0,0.128205128,0.286324786,0.239316239,1.196428571,43.58974359,0.739130435,0.702702703,0.529411765,0.666666667,0.366666667,0.626865672,0.410714286,1.980769231,0.085470085,0.102564103,0.136752137,0.158119658,0.205128205,11,0.433333333,0.116666667,0.191666667,0.008333333,0.0,0.008333333,0.066666667,0.008333333,0.025,0.1,0.0,0.025,0.0,0.008333333,0.0,0.008333333,0.583333333,0.408333333,10,0.388059701,6,0.347826087,0.913043478,0.086956522,0.0,6,0.5,0.133333333,0.0,0.366666667,0.333333333,0.166666667,0.767857143,0.767857143,0.0,0.0,0.0,0.0,0.660714286,0.607142857,0.160714286,0.339285714,0.321428571,0.053571429,0.071428571,0.178571429,0.178571429,0.0,0.0,0.176470588,1.0,6,0.462,2,0.154,2,0.154,1,0.077,0,0.0,1,0.077,0,0.0,0,0.0,1,0.077,13,0.055555556,0.65,0,0.0,4,58.0,4.75,34.82336380458767,2.0615528128088303,74,4
id_ CP2OQb,2756,N,Lääne-Viru maakond,14.0,14,14.0,1.0,1,2.0,1,1.5,2.0,2,2.0,2.0,2,1.0,1,2.0,2,2.0,1.0,1,2.0,2,2.0,1.0,2,1.5,209,13,5.803827751,16.07692308,51,16.85067271,18.34507177033493,108,0.516746411,7.47051621,43.22993713,0.023132118,141.5806452,2.341464529,0.497607656,0.076555024,0.210526316,0.0,0.066985646,0.019138756,0.0,0.124401914,0.229665072,0.272727273,0.842105263,35.88516746,0.8125,0.568181818,0.357142857,0.5,0.384615385,0.645833333,0.438596491,1.552631579,0.081339713,0.09569378,0.110047847,0.133971292,0.177033493,11,0.277777778,0.211111111,0.255555556,0.022222222,0.022222222,0.044444444,0.022222222,0.011111111,0.066666667,0.044444444,0.0,0.022222222,0.0,0.0,0.0,0.033333333,0.522222222,0.466666667,8,0.5,5,0.375,0.875,0.125,0.0,8,0.461538462,0.307692308,0.269230769,0.230769231,0.115384615,0.076923077,0.456140351,0.350877193,0.105263158,0.0,0.0,0.0,0.298245614,0.421052632,0.105263158,0.052631579,0.245614035,0.122807018,0.0,0.228070175,0.140350877,0.070175439,0.01754386,0.642857143,0.25,7,0.389,1,0.056,1,0.056,2,0.111,1,0.056,3,0.167,0,0.0,1,0.056,2,0.111,18,0.086124402,1.384615385,2,0.01,5,41.4,2.4,15.725775020646836,1.51657508881031,43,4
id_ 0KIrug,3158,M,Lääne-Viru maakond,9.0,9,9.0,0.0,0,2.0,1,1.5,2.0,3,2.5,1.0,1,2.0,1,1.0,2,1.5,1.0,1,0.0,0,0.0,0.0,0,0.0,331,15,5.247734139,22.06666667,52,17.80541091,17.792435045317223,147,0.444108761,8.079850736,41.47488858,0.024110975,116.6703383,3.015113446,0.450151057,0.057401813,0.141993958,0.0,0.126888218,0.024169184,0.003021148,0.163141994,0.217522659,0.265861027,0.818181818,36.40483384,0.736842105,0.595744681,0.214285714,0.75,0.222222222,0.555555556,0.454545455,1.848484848,0.036253776,0.054380665,0.093655589,0.114803625,0.15407855,11,0.479452055,0.157534247,0.178082192,0.006849315,0.0,0.006849315,0.082191781,0.006849315,0.034246575,0.006849315,0.006849315,0.020547945,0.0,0.0,0.0,0.020547945,0.671232877,0.328767123,9,0.305555556,4,0.421052632,0.842105263,0.157894737,0.0,7,0.333333333,0.148148148,0.222222222,0.333333333,0.092592593,0.203703704,0.659090909,0.590909091,0.068181818,0.0,0.068181818,0.0,0.5,0.647727273,0.113636364,0.318181818,0.25,0.056818182,0.068181818,0.227272727,0.125,0.102272727,0.0,0.333333333,0.875,13,0.271,3,0.063,2,0.042,3,0.063,2,0.042,5,0.104,0,0.0,1,0.021,19,0.396,48,0.145015106,3.2,7,0.021,4,81.75,3.5,21.94500702513748,0.5773502691896257,48,1
id_ kLfPEY,1622,M,Lääne-Viru maakond,8.0,12,10.0,1.0,1,1.0,2,1.5,2.0,3,2.5,1.0,1,1.0,2,1.0,2,1.5,1.0,1,0.0,0,0.0,0.0,0,0.0,232,17,5.185344828,13.64705882,36,13.77166916,14.247870182555785,114,0.49137931,7.484466673,41.75274151,0.023950523,116.0,2.433625939,0.487068966,0.047413793,0.150862069,0.0,0.099137931,0.012931034,0.0,0.129310345,0.254310345,0.306034483,0.830985915,36.42241379,0.636363636,0.628571429,0.347826087,1.0,0.333333333,0.627118644,0.408450704,1.42,0.068965517,0.073275862,0.081896552,0.094827586,0.150862069,9,0.28,0.14,0.34,0.02,0.01,0.03,0.1,0.0,0.01,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.67,0.32,8,0.338983051,2,0.363636364,0.727272727,0.181818182,0.0,5,0.266666667,0.3,0.133333333,0.233333333,0.2,0.133333333,0.633802817,0.61971831,0.014084507,0.0,0.014084507,0.0,0.295774648,0.549295775,0.112676056,0.112676056,0.197183099,0.211267606,0.126760563,0.154929577,0.126760563,0.028169014,0.0,0.434782609,1.0,7,0.259,2,0.074,1,0.037,0,0.0,3,0.111,2,0.074,0,0.0,1,0.037,11,0.407,27,0.11637931,1.588235294,6,0.026,5,46.2,3.2,27.16983621592151,0.8366600265340756,70,2
id_ F8LeJW,3533,M,Lääne-Viru maakond,7.0,7,7.0,0.0,0,1.0,1,1.0,2.0,1,1.5,0.0,1,2.0,1,1.0,1,1.0,1.0,2,0.0,0,0.0,0.0,0,0.0,307,14,5.48534202,21.92857143,50,17.45171289,18.29178455095393,160,0.519607843,9.089425013,50.03876917,0.019984504,172.0659114,2.543468256,0.477124183,0.104234528,0.16286645,0.0,0.120521173,0.013029316,0.003257329,0.140065147,0.244299674,0.211726384,1.153846154,42.34527687,0.65625,0.64,0.27027027,0.75,0.372093023,0.733333333,0.446153846,1.915254237,0.048859935,0.068403909,0.074918567,0.087947883,0.140065147,9,0.430463576,0.165562914,0.165562914,0.0,0.0,0.0,0.052980132,0.026490066,0.052980132,0.059602649,0.0,0.013245033,0.0,0.0,0.0,0.033112583,0.642384106,0.357615894,9,0.333333333,6,0.3125,0.875,0.125,0.0,5,0.441860465,0.139534884,0.11627907,0.279069767,0.209302326,0.23255814,0.692307692,0.646153846,0.046153846,0.0,0.0,0.0,0.569230769,0.692307692,0.030769231,0.353846154,0.215384615,0.076923077,0.015384615,0.138461538,0.092307692,0.030769231,0.015384615,0.27027027,0.75,17,0.378,2,0.044,2,0.044,3,0.067,2,0.044,5,0.111,0,0.0,0,0.0,14,0.311,45,0.146579805,3.214285714,12,0.039,5,61.0,2.6,21.89748844045819,0.8944271909999159,60,2
id_ MID1Ry,4433,N,Lääne-Viru maakond,3.0,10,6.5,0.0,1,0.0,1,0.5,3.0,3,3.0,0.0,1,0.0,1,0.0,2,1.0,0.0,1,0.0,0,0.0,0.0,0,0.0,249,18,5.208835341,13.83333333,41,13.98498819,14.068453815261044,135,0.540322581,8.509008509,49.3801858,0.020251038,147.1869919,2.685380347,0.487903226,0.064257028,0.21686747,0.0,0.076305221,0.020080321,0.004016064,0.108433735,0.220883534,0.285140562,0.774647887,34.73895582,0.9375,0.62962963,0.263157895,1.0,0.37037037,0.636363636,0.450704225,1.450980392,0.044176707,0.060240964,0.104417671,0.144578313,0.196787149,10,0.424242424,0.080808081,0.262626263,0.04040404,0.02020202,0.060606061,0.02020202,0.02020202,0.02020202,0.04040404,0.0,0.0,0.0,0.0,0.0,0.050505051,0.676767677,0.303030303,10,0.254545455,3,0.5625,0.875,0.0625,0.0,6,0.259259259,0.37037037,0.259259259,0.185185185,0.037037037,0.148148148,0.535211268,0.549295775,0.0,0.0,0.070422535,0.014084507,0.295774648,0.507042254,0.028169014,0.197183099,0.183098592,0.126760563,0.014084507,0.154929577,0.154929577,0.0,0.0,0.473684211,0.6,19,0.463,1,0.024,2,0.049,5,0.122,0,0.0,4,0.098,0,0.0,0,0.0,10,0.244,41,0.164658635,2.277777778,7,0.028,4,61.75,4.25,27.801378862687127,2.0615528128088303,54,4
id_ lDawvd,1885,M,Lääne-Viru maakond,7.0,1,4.0,1.0,0,1.0,0,0.5,1.0,1,1.0,1.0,0,1.0,0,1.0,0,0.5,1.0,0,0.0,0,0.0,0.0,0,0.0,217,17,4.857142857,12.76470588,34,12.10845456,12.390078612089996,79,0.362790698,5.319555848,28.44750185,0.035152472,53.75,0.953462589,0.539534884,0.078341014,0.124423963,0.0,0.087557604,0.02764977,0.00921659,0.129032258,0.290322581,0.253456221,1.145454545,44.47004608,0.529411765,0.444444444,0.210526316,0.333333333,0.285714286,0.571428571,0.181818182,1.78,0.055299539,0.055299539,0.069124424,0.096774194,0.129032258,9,0.281818182,0.181818182,0.218181818,0.0,0.0,0.0,0.063636364,0.0,0.018181818,0.127272727,0.018181818,0.063636364,0.0,0.0,0.0,0.027272727,0.754545455,0.245454545,9,0.222222222,4,0.352941176,0.764705882,0.235294118,0.0,7,0.25,0.071428571,0.321428571,0.25,0.142857143,0.214285714,0.6,0.6,0.0,0.0,0.0,0.0,0.436363636,0.6,0.0,0.290909091,0.145454545,0.163636364,0.0,0.145454545,0.145454545,0.0,0.0,0.315789474,0.833333333,21,0.447,0,0.0,1,0.021,1,0.021,2,0.043,8,0.17,0,0.0,0,0.0,14,0.298,47,0.216589862,2.764705882,11,0.051,5,43.0,3.2,19.3778223750761,1.3038404810405295,41,3
